Objekt-ID;Art;Geo Point;Bohr-ID;Kanton;Gemeinde bzw. Sektion;Klassifikation;Laufnummer;Laufnummer-Erweiterung;Vollständige Laufnummer;Schrägbohrung (0/1);Bohrjahr;Strasse;Hausummer;Bohransatz-Kote;Oberkante Fels-Kote;Oberkante Fels-Stratigraphie;Sohle-Kote;Kassierdatum einer Bohrung;Im hydrografischen Jahrbuch;ID: Zustand einer Messstelle;Text: Zustand der Bohrung;chemische Untersuchung (ja/nein);Chemische Analyse;Intervall der chemischen Analyse;Terrain-Kote;Geplant (0/1);Rohrdurchmesser;Z-Koordinate vom Top;Z-Koordinate von der Basis;Grundwasserdaten;Flurabstand;Grundwasserspiegel;Datum des Grundwasserstandes;Format des Datums;Datum des Grundwasserstandes;Geo Shape;X-Koordinate;Y-Koordinate;Bohrprofil-Dokument;Situationsplan-Dokument;Bild zur Bohrung
20943;Erdwärmebohrungen;47.56634401266263,7.672576274751389;14242;BS;G;H;4610;;4610;0;2014;Wyhlenweg;34;434.5;430.5;Trigonodus-Dolomit;364.5;;0;;-;0;;;434.5;0;;;;0;;;;;;"{""coordinates"": [7.672576274751389, 47.56634401266263], ""type"": ""Point""}";2617606;1268430;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4610.pdf;
20946;Erdwärmebohrungen;47.56911898490763,7.6632423189200605;12863;BS;G;H;4625;;4625;0;2013;Talweg;29;390;382;Trias;213;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.66324231892006, 47.56911898490763], ""type"": ""Point""}";2616903;1268737;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4625.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4625.PDF;
20949;Erdwärmebohrungen;47.56634063431608,7.6724672944020575;13535;BS;G;H;4882;;4882;0;2014;Wyhlenweg;34;434.5;430.5;Trigonodus-Dolomit;348.5;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.672467294402058, 47.56634063431608], ""type"": ""Point""}";2617598;1268430;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4882.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4882.PDF;
20976;Sondierbohrung;47.57139215716527,7.668940175562349;8910;BS;G;U;2820;;2820;0;1997;Riesiweg;;421.79;408.59;Hauptmuschelkalk;407.79;;0;104;ersetzt durch;0;;;421.79;0;;;;0;;;;;;"{""coordinates"": [7.668940175562349, 47.57139215716527], ""type"": ""Point""}";2617331;1268991;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2820.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2820.pdf;
21009;geplante Bohrung;47.587232143472036,7.660492321279225;17709;BS;F;H;6521;;6521;0;;Inzlingerstr.;185;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.660492321279225, 47.587232143472036], ""type"": ""Point""}";2616690;1270750;;;
21012;geplante Bohrung;47.587214004235214,7.66057200793951;17710;BS;F;H;6522;;6522;0;;Inzlingerstr.;185;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.66057200793951, 47.587214004235214], ""type"": ""Point""}";2616696;1270748;;;
21024;geplante Bohrung;47.58752842453878,7.660759430852031;17714;BS;F;H;6526;;6526;0;;Inzlingerstr.;185;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.660759430852031, 47.58752842453878], ""type"": ""Point""}";2616710;1270783;;;
21027;geplante Bohrung;47.58573612371447,7.666733956947599;18467;BS;F;H;6940;;6940;0;;Inzlingerstr;275;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.666733956947599, 47.58573612371447], ""type"": ""Point""}";2617160;1270585;;;
21033;Erdwärmebohrungen;47.589853015331514,7.663241876194175;18566;BS;F;H;6985;;6985;0;;Auf der Bischoffhöhe;35;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.663241876194175, 47.589853015331514], ""type"": ""Point""}";2616896;1271042;;;
21045;Sondierbohrung;47.59008738828422,7.675003379313481;7527;BS;F;T;2203;;2203;0;1971;Maienbühlsträsschen;30;389.03;388.78;Unbekannt;382.03;;0;;-;0;;;289.03;0;;;;0;;;;;;"{""coordinates"": [7.675003379313481, 47.59008738828422], ""type"": ""Point""}";2617781;1271071;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2203.pdf;;
21057;Bohrungen verrohrt (ø < 200mm);47.58930978572306,7.673008318770458;8046;BS;F;U;2405;;2405;0;1991;Maienbühlweg;;378.4;364.7;Buntsandstein;363.4;;0;101;messbar;0;;;378.4;0;114;378.27;363.27;1;12.949999999999989;365.45;1991-07-05T00:00:00;dd.mm.yyyy;05.07.1991;"{""coordinates"": [7.673008318770458, 47.58930978572306], ""type"": ""Point""}";2617631;1270984;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2405.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2405.pdf;
21072;Bohrungen verrohrt (ø < 200mm);47.589184615882616,7.672684718811209;8213;BS;F;U;2418;;2418;0;1992;Maienbühlweg;;377.16;362.56;Buntsandstein;357.16;;0;101;messbar;0;;;377.16;0;114;377.16;357.16;1;19.600000000000023;357.56;1992-07-15T00:00:00;dd.mm.yyyy;15.07.1992;"{""coordinates"": [7.672684718811209, 47.589184615882616], ""type"": ""Point""}";2617607;1270970;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2418.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2418.pdf;
21075;Bohrungen verrohrt (ø < 200mm);47.588628511091564,7.673590791011239;8214;BS;F;U;2419;;2419;0;1992;Maienbühlweg;;376.38;364.38;Buntsandstein;359.38;;0;101;messbar;0;;;376.38;0;114;376.38;359.38;1;10.420000000000016;365.96;1992-06-25T00:00:00;dd.mm.yyyy;25.06.1992;"{""coordinates"": [7.673590791011239, 47.588628511091564], ""type"": ""Point""}";2617675;1270908;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2419.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2419.pdf;
21078;Bohrungen verrohrt (ø < 200mm);47.58855247406757,7.673120511123267;8215;BS;F;U;2421;;2421;0;1992;Maienbühlweg;;360.8;360.3;Buntsandstein;350.8;;0;101;messbar;0;;;360.8;0;114;360.8;350.8;1;9.730000000000018;351.07;1992-08-05T00:00:00;dd.mm.yyyy;05.08.1992;"{""coordinates"": [7.673120511123267, 47.58855247406757], ""type"": ""Point""}";2617640;1270900;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2421.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2421.pdf;
21081;Sondierbohrung;47.59332360884005,7.662147689808604;17410;BS;F;U;4961;;4961;0;1997;Stettenlochweg;;298;294.5;Cyrenenmergel;289;;0;;-;0;;;298.0;0;;;;0;;;;;;"{""coordinates"": [7.662147689808604, 47.59332360884005], ""type"": ""Point""}";2616813;1271428;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4961.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4961.pdf;
21090;Sondierbohrung;47.59334167254795,7.662107879899872;17413;BS;F;U;4964;;4964;0;1997;Stettenlochweg;;298.4;294.9;Cyrenenmergel;292.4;;0;;-;0;;;298.4;0;;;;0;;;;;;"{""coordinates"": [7.662107879899872, 47.59334167254795], ""type"": ""Point""}";2616810;1271430;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4964.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4964.pdf;
21114;Sondierbohrung;47.58900121138078,7.664921323783898;17437;BS;F;U;5049;;5049;0;1997;Hungerbachhalde / Steingrubenweg;;320.5;315.5;Ob. Bunte Mergel;314.5;;0;;-;0;;;320.5;0;;;;0;;;;;;"{""coordinates"": [7.664921323783898, 47.58900121138078], ""type"": ""Point""}";2617023;1270948;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5049.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5049.pdf;
21138;Erdwärmebohrungen;47.57681398310211,7.650887194817496;10532;BS;G;H;982;;982;0;2008;Bettingerstr.;120;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.650887194817496, 47.57681398310211], ""type"": ""Point""}";2615971;1269590;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_0982.pdf;
21141;Erdwärmebohrungen;47.57687688995635,7.650914027585111;10571;BS;G;H;990;;990;0;2008;Bettingerstr.;120;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.650914027585111, 47.57687688995635], ""type"": ""Point""}";2615973;1269597;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_0990.pdf;
21150;Sondierbohrung;47.573180403525186,7.678450924400676;7457;BS;G;T;2050;;2050;0;1960;;;504;503;Unbekannt;497.4;;0;;-;0;;;504.0;0;;;;0;;;;;;"{""coordinates"": [7.678450924400676, 47.573180403525186], ""type"": ""Point""}";2618046;1269192;;;
21156;Sondierbohrung;47.57193915143007,7.686951261201386;7460;BS;G;T;2325;;2325;1;1979;Hohe Str.;59;487.14;485.51;Gipskeuper;455.97;;0;;-;0;;;487.14;0;;;;1;17.22999999999996;469.91;1979-02-14T00:00:00;dd.mm.yyyy;14.02.1979;"{""coordinates"": [7.686951261201386, 47.57193915143007], ""type"": ""Point""}";2618686;1269056;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2325.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2325.pdf;
21168;Bohrungen verrohrt (ø < 200mm);47.57085082587222,7.669801659881744;17415;BS;G;U;5646;;5646;0;1997;Riesiweg / Riesiwegli;;428.5;;;424;;0;;-;0;;;428.5;0;38;428.5;424;0;;;;;;"{""coordinates"": [7.669801659881744, 47.57085082587222], ""type"": ""Point""}";2617396;1268931;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5646.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5646.pdf;
21177;Bohrungen verrohrt (ø < 200mm);47.57053684028159,7.669401611699935;17418;BS;G;U;5649;;5649;0;1997;Hauptstrasse / Riesiweg;;411;;;407.2;;0;;-;0;;;411.0;0;38;411;407.2;0;;;;;;"{""coordinates"": [7.669401611699935, 47.57053684028159], ""type"": ""Point""}";2617366;1268896;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5649.pdf;;
21180;Sondierbohrung;47.56900523091022,7.670657446488828;11761;BS;G;X;4161;;4161;0;1889;;;415;412.63;Hauptmuschelkalk;339.6;;0;;-;0;;;415.0;0;;;;0;;;;;;"{""coordinates"": [7.670657446488828, 47.56900523091022], ""type"": ""Point""}";2617461;1268726;;;
1518;Bohrungen verrohrt (kassiert);47.57185880580694,7.580264015934404;9090;BS;1;R;1725;;1725;0;1999;Fabrikstr.;;256.37;236.17;Meletta-Schichten;234.37;2004-09-07;0;203;kassiert;1;999;;256.37;0;;;;1;10.849999999999994;245.52;1999-12-09T00:00:00;dd.mm.yyyy;09.12.1999;"{""coordinates"": [7.580264015934404, 47.57185880580694], ""type"": ""Point""}";2610658;1269027;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1725.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1725.pdf;
1521;Bohrungen verrohrt (ø < 200mm);47.57448336943924,7.574183669886216;9091;BS;1;R;1726;;1726;0;2000;Elsässerstr.;;258.78;235.18;Meletta-Schichten;233.88;;1;101;messbar;0;;;258.95;0;114;258.78;234.78;1;13.599999999999994;245.35;2000-01-20T00:00:00;dd.mm.yyyy;20.01.2000;"{""coordinates"": [7.574183669886216, 47.57448336943924], ""type"": ""Point""}";2610200;1269318;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1726.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1726.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/_foto_internet_1726.jpg
1527;Bohrungen verrohrt (ø < 200mm);47.57696388045775,7.567218781877283;9667;BS;1;R;1893;;1893;0;2004;Am Bachgraben;;258.17;236.17;Meletta-Schichten;235.32;;1;101;messbar;0;;;258.16;0;114;257.98;235.17;0;;;;;;"{""coordinates"": [7.567218781877283, 47.57696388045775], ""type"": ""Point""}";2609675;1269593;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1893.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1893.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/_foto_internet_1893.jpg
1539;Bohrungen verrohrt (ø < 200mm);47.571597852512625,7.572299969357311;9718;BS;1;R;1897;;1897;0;2004;St. Johanns-Ring;;260.25;236.25;Unbekannt;235.25;;0;;-;0;;;260.25;0;133;260.25;236.25;1;18.0;242.25;2004-10-19T00:00:00;dd.mm.yyyy;19.10.2004;"{""coordinates"": [7.572299969357311, 47.571597852512625], ""type"": ""Point""}";2610059;1268997;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1897.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1897.pdf;
1551;Sondierbohrung;47.57669001779455,7.569730127583809;8012;BS;1;R;3626;;3626;0;1991;Schlachthofstr.;;259.56;;;239.56;;0;;-;0;;;259.56;0;;;;1;13.75;245.81;1991-05-15T00:00:00;dd.mm.yyyy;15.05.1991;"{""coordinates"": [7.569730127583809, 47.57669001779455], ""type"": ""Point""}";2609864;1269563;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3626.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3626.pdf;
1581;Bohrungen verrohrt (ø >= 200mm);47.571953505714355,7.568194828965158;8829;BS;1;R;3727;;3727;0;1997;Flughafenstr.;;265.8;234.8;Meletta-Schichten;232.8;;0;101;messbar;0;;;265.8;0;400;265.8;232.8;1;18.82000000000002;246.98;1997-07-25T00:00:00;dd.mm.yyyy;25.07.1997;"{""coordinates"": [7.568194828965158, 47.571953505714355], ""type"": ""Point""}";2609750;1269036;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3727.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3727.pdf;
1584;Bohrungen verrohrt (ø >= 200mm);47.5722962902155,7.568486709299068;8830;BS;1;R;3728;;3728;0;1997;Flughafenstr.;;263.59;235.19;Meletta-Schichten;233.39;;1;101;messbar;0;;;264.57;0;400;263.59;248.39;1;17.72999999999999;246.84;1997-07-25T00:00:00;dd.mm.yyyy;25.07.1997;"{""coordinates"": [7.568486709299068, 47.5722962902155], ""type"": ""Point""}";2609772;1269074;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3728.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3728.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/_foto_internet_3728.jpg
1587;Bohrungen verrohrt (kassiert);47.572429229833865,7.568313199569072;8831;BS;1;R;3729;;3729;0;1997;Flughafenstr.;;262.87;234.77;Meletta-Schichten;232.97;;0;203;kassiert;0;;;262.87;0;400;262.87;232.97;0;;;;;;"{""coordinates"": [7.568313199569072, 47.572429229833865], ""type"": ""Point""}";2609759;1269089;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3729.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/Situation_3729.pdf;
1599;Bohrungen verrohrt (kassiert);47.570522439533235,7.583336723491033;8953;BS;1;R;3733;;3733;0;1998;Voltastr.;;249.5;237.1;Meletta-Schichten;236.65;2002-09-09;0;203;kassiert;0;;;249.5;0;600;251.15;236.65;1;4.400000000000006;245.1;1998-07-18T00:00:00;dd.mm.yyyy;18.07.1998;"{""coordinates"": [7.583336723491033, 47.570522439533235], ""type"": ""Point""}";2610889;1268879;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3733.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3733.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_3733_2002_01.jpg
1605;Sondierbohrung;47.57116508405604,7.573076198306466;8933;BS;1;R;3804;;3804;0;1997;Voltastrasse;;259.85;236.7;Meletta-Schichten;235.6;;0;;-;0;;;259.85;0;;;;0;;;;;;"{""coordinates"": [7.573076198306466, 47.57116508405604], ""type"": ""Point""}";2610117;1268949;;;
1614;Sondierbohrung;47.57141005110553,7.572781783108472;8936;BS;1;R;3807;;3807;0;1997;Saint-Louis-Strasse;;259.9;236.8;Meletta-Schichten;235.6;;0;;-;0;;;259.9;0;;;;0;;;;;;"{""coordinates"": [7.572781783108472, 47.57141005110553], ""type"": ""Point""}";2610095;1268976;;;
1638;Sondierbohrung;47.57116600638938,7.573056266156674;8945;BS;1;R;3815;;3815;0;1998;Voltastrasse;;259.85;236.7;Meletta-Schichten;235.6;;0;;-;0;;;259.85;0;;;;0;;;;;;"{""coordinates"": [7.573056266156674, 47.57116600638938], ""type"": ""Point""}";2610116;1268949;;;
1644;Sondierbohrung;47.57116603241517,7.573033673822462;8947;BS;1;R;3817;;3817;0;1997;Saint-Louis-Strasse;;259.85;236.7;Meletta-Schichten;235.6;;0;;-;0;;;259.85;0;;;;0;;;;;;"{""coordinates"": [7.573033673822462, 47.57116603241517], ""type"": ""Point""}";2610114;1268949;;;
1650;Sondierbohrung;47.571167857168064,7.57301108601147;8949;BS;1;R;3819;;3819;0;1998;Saint-Louis-Strasse;;259.85;236.7;Meletta-Schichten;235.6;;0;;-;0;;;259.85;0;;;;0;;;;;;"{""coordinates"": [7.57301108601147, 47.571167857168064], ""type"": ""Point""}";2610112;1268949;;;
1653;Sondierbohrung;47.57145441157679,7.572528060837261;8977;BS;1;R;3837;;3837;0;1997;Saint-Louis-Strasse;;260.15;237.05;Meletta-Schichten;235.55;;0;;-;0;;;260.15;0;;;;0;;;;;;"{""coordinates"": [7.572528060837261, 47.57145441157679], ""type"": ""Point""}";2610076;1268981;;;
1659;Sondierbohrung;47.57146703471796,7.572500184049316;9223;BS;1;R;3839;;3839;0;1998;Saint-Louis-Strasse;;260.15;237.1;Meletta-Schichten;235.6;;0;;-;0;;;260.15;0;;;;0;;;;;;"{""coordinates"": [7.572500184049316, 47.57146703471796], ""type"": ""Point""}";2610074;1268982;;;
1674;Sondierbohrung;47.571411077235105,7.572671481106729;9228;BS;1;R;3844;;3844;0;1998;Saint-Louis-Strasse;;260.15;236.7;Meletta-Schichten;235.7;;0;;-;0;;;260.15;0;;;;0;;;;;;"{""coordinates"": [7.572671481106729, 47.571411077235105], ""type"": ""Point""}";2610087;1268976;;;
1677;Sondierbohrung;47.57141199186647,7.572658193692526;9229;BS;1;R;3845;;3845;0;1998;Saint-Louis-Strasse;;260.15;236.7;Meletta-Schichten;235.7;;0;;-;0;;;260.15;0;;;;0;;;;;;"{""coordinates"": [7.572658193692526, 47.57141199186647], ""type"": ""Point""}";2610086;1268976;;;
1683;Sondierbohrung;47.571410376204156,7.5724987131450865;9231;BS;1;R;3847;;3847;0;1998;Saint-Louis-Strasse;;260.2;236.75;Meletta-Schichten;235.75;;0;;-;0;;;260.2;0;;;;0;;;;;;"{""coordinates"": [7.572498713145086, 47.571410376204156], ""type"": ""Point""}";2610074;1268976;;;
1692;Sondierbohrung;47.57141042650967,7.572454857234949;9234;BS;1;R;3850;;3850;0;1998;Saint-Louis-Strasse;;260.26;236.41;Meletta-Schichten;235.41;;0;;-;0;;;260.26;0;;;;0;;;;;;"{""coordinates"": [7.572454857234949, 47.57141042650967], ""type"": ""Point""}";2610070;1268976;;;
1704;Sondierbohrung;47.571410641264386,7.5722674728907196;9254;BS;1;R;3870;;3870;0;1998;Saint-Louis-Strasse;;255.98;237.18;Meletta-Schichten;236.1;;0;;-;0;;;255.98;0;;;;0;;;;;;"{""coordinates"": [7.57226747289072, 47.571410641264386], ""type"": ""Point""}";2610056;1268976;;;
1716;Sondierbohrung;47.57116516006939,7.572226990083903;9258;BS;1;R;3874;;3874;0;1998;Voltastr. / Saint-Louis-Strasse;;255.96;237.16;Meletta-Schichten;236.05;;0;;-;0;;;255.96;0;;;;0;;;;;;"{""coordinates"": [7.572226990083903, 47.57116516006939], ""type"": ""Point""}";2610053;1268949;;;
1722;Sondierbohrung;47.57129729530702,7.57228978190433;9260;BS;1;R;3876;;3876;0;1998;Voltastr. / Saint-Louis-Strasse;;256.16;236.96;Meletta-Schichten;233.95;;0;;-;0;;;256.16;0;;;;0;;;;;;"{""coordinates"": [7.57228978190433, 47.57129729530702], ""type"": ""Point""}";2610058;1268963;;;
1737;Bohrungen verrohrt (ø < 200mm);47.57091221142647,7.562483100916203;16964;BS;1;R;6213;;6213;0;2019;Gustav-Wenk-Strasse;27;266.5;234.3;Meletta-Schichten;232.3;;0;;-;0;;;0.0;0;114;266.3;234.5;1;;247.53;2019-11-18T00:00:00;dd.mm.yyyy;18.11.2019;"{""coordinates"": [7.562483100916203, 47.57091221142647], ""type"": ""Point""}";2609320;1268919;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_6213.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_6213.pdf;
1740;Bohrungen verrohrt (ø < 200mm);47.57266429471331,7.564895045046614;16965;BS;1;R;6214;;6214;0;2019;Friedrich-Miescher-Strasse;;266.6;235.4;Meletta-Schichten;233.6;;0;;-;0;;;0.0;0;114;266.4;235.6;1;;246.4;2019-11-13T00:00:00;dd.mm.yyyy;13.11.2019;"{""coordinates"": [7.564895045046614, 47.57266429471331], ""type"": ""Point""}";2609501;1269114;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_6214.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_6214.pdf;
1743;Bohrungen verrohrt (kassiert);47.570112151167955,7.572956602702473;8021;BS;1;R;945;;945;0;1991;Luzernerring;;260.04;236.24;Meletta-Schichten;233.54;2008-04-01;0;203;kassiert;0;;;260.04;0;400;260.04;233.44;1;13.820000000000022;246.22;1991-06-20T00:00:00;dd.mm.yyyy;20.06.1991;"{""coordinates"": [7.572956602702473, 47.570112151167955], ""type"": ""Point""}";2610108;1268832;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_0945.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_0945.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_0945_1998_01.jpg
1758;Bohrungen verrohrt (kassiert);47.5763815651242,7.578608392569293;9499;BS;1;S;1855;;1855;0;2003;Hüningerstrasse;;256.28;238.28;Meletta-Schichten;235.93;;0;203;kassiert;0;;;256.28;0;114;256.16;236.16;0;;;;;;"{""coordinates"": [7.578608392569293, 47.5763815651242], ""type"": ""Point""}";2610533;1269529;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1855.pdf;;
1791;Bohrungen verrohrt (ø >= 200mm);47.57583590905415,7.58069986793402;15800;BS;1;S;5877;;5877;0;2018;Elsässerrheinweg;;246.5;;;236.5;;0;;-;0;;;0.0;0;400;249.5;236.5;0;;;;;;"{""coordinates"": [7.58069986793402, 47.57583590905415], ""type"": ""Point""}";2610690;1269469;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5877.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5877.pdf;
1794;Bohrungen verrohrt (kassiert);47.576029227743476,7.581105620682704;5969;BS;1;S;710;;710;0;1981;Hüningerstr.;;256.4;236.4;Meletta-Schichten;235;2014-07-02;0;203;kassiert;1;100;;256.4;0;300;256.4;235.9;1;11.699999999999989;244.7;1981-04-06T00:00:00;dd.mm.yyyy;06.04.1981;"{""coordinates"": [7.581105620682704, 47.576029227743476], ""type"": ""Point""}";2610720;1269491;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_0710.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_0710.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_0710_1999_02.jpg
1806;Bohrungen verrohrt (kassiert);47.57303434410384,7.581097499375222;6125;BS;1;T;1341;;1341;0;1975;;;255.86;;;240.66;2006-10-10;0;203;kassiert;0;;;255.86;0;350;249.66;240.66;1;11.300000000000011;244.56;1975-09-01T00:00:00;dd.mm.yyyy;01.09.1975;"{""coordinates"": [7.581097499375222, 47.57303434410384], ""type"": ""Point""}";2610720;1269158;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1341.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/Situation_1341.pdf;
1812;Sondierbohrung;47.56466321609867,7.572421220047061;9346;BS;1;T;1568;;1568;0;2002;Strassburgerallee;14+18;268;247.65;Oligozän;246.85;;0;;-;0;;;268.0;0;;;;0;;;;;;"{""coordinates"": [7.572421220047061, 47.56466321609867], ""type"": ""Point""}";2610069;1268226;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1568.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1568.pdf;
1821;Sondierbohrung;47.5647670561948,7.572532036512286;9349;BS;1;T;1571;;1571;0;2002;Strassburgerallee;14+18;268;247.65;Oligozän;246.85;;0;;-;0;;;268.0;0;;;;0;;;;;;"{""coordinates"": [7.572532036512286, 47.5647670561948], ""type"": ""Point""}";2610078;1268237;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1571.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1571.pdf;
1824;Bohrungen verrohrt (ø < 200mm);47.57572405602157,7.572930837974961;9765;BS;1;U;1965;;1965;0;2006;Elsässerstr.;245;259.13;237.63;Meletta-Schichten;237.13;;0;;-;0;;;259.13;0;114;258.98;237.13;1;13.469999999999999;245.66;2006-05-03T00:00:00;dd.mm.yyyy;03.05.2006;"{""coordinates"": [7.572930837974961, 47.57572405602157], ""type"": ""Point""}";2610105;1269456;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1965.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1965.pdf;
1839;Sondierbohrung;47.57561670127229,7.580134294501442;10203;BS;1;U;2928;;2928;0;2007;Hüningerstr.;;256.1;;;243.6;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.580134294501442, 47.57561670127229], ""type"": ""Point""}";2610647;1269445;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_2928.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_2928.pdf;
1863;Sondierbohrung;47.574419166253996,7.581411525404685;10132;BS;1;U;3879;;3879;0;2007;;;256;236.2;Meletta-Schichten;235.55;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581411525404685, 47.574419166253996], ""type"": ""Point""}";2610744;1269312;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3879.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3879.pdf;
